year,doi,siam_url,corresponding_author,orcid,institution,title
2019,10.1137/19m1245633,https://epubs.siam.org/doi/10.1137/19m1245633,Dominik Pölz,,,Space-Time Discretized Retarded Potential Boundary Integral Operators: Quadrature for Collocation Methods
2019,10.1137/17m1143319,https://epubs.siam.org/doi/10.1137/17m1143319,Selin Aslan,0000-0002-1077-948X,,Randomized Approach to Nonlinear Inversion Combining Random and Optimized Simultaneous Sources and Detectors
2019,10.1137/18m1236071,https://epubs.siam.org/doi/10.1137/18m1236071,Alexandre Timonov,,,Numerical Solution of a Regularized Weighted Mean Curvature Flow Problem For Electrical Conductivity Imaging
2019,10.1137/18m118061x,https://epubs.siam.org/doi/10.1137/18m118061x,Mircea Grigoriu,0000-0002-4346-9357,,PC Translation Models for Random Vectors and Multivariate Extremes
2019,10.1137/18m1194894,https://epubs.siam.org/doi/10.1137/18m1194894,Andrew Glaws,0000-0002-7268-1883,,Gaussian Quadrature and Polynomial Approximation for One-Dimensional Ridge Functions
2019,10.1137/18m1222004,https://epubs.siam.org/doi/10.1137/18m1222004,Steven Goldenberg,0000-0002-5264-6298,,A Golub--Kahan Davidson Method for Accurately Computing a Few Singular Triplets of Large Sparse Matrices
2019,10.1137/18m1218078,https://epubs.siam.org/doi/10.1137/18m1218078,Chi Yeung Lam,,,Numerical Microlocal Analysis by Fast Gaussian Wave Packet Transforms and Application to High-Frequency Helmholtz Proble
2019,10.1137/18m1200439,https://epubs.siam.org/doi/10.1137/18m1200439,Marco Frego,0000-0003-2855-9052,,Point-Clothoid Distance and Projection Computation
2019,10.1137/18m1230906,https://epubs.siam.org/doi/10.1137/18m1230906,Erkki Heikkola,,Numerola (Finland),A Parallel Domain Decomposition Method for the Helmholtz Equation in Layered Media
2019,10.1137/18m1210885,https://epubs.siam.org/doi/10.1137/18m1210885,Qinghai Zhang,0000-0002-3655-4190,,Lagrangian Flux Calculation Through a Fixed Planar Curve for Scalar Conservation Laws
2019,10.1137/18m1185995,https://epubs.siam.org/doi/10.1137/18m1185995,Consuelo Fuenzalida,,,Uncertainty Quantification for Multigroup Diffusion Equations Using Sparse Tensor Approximations
2019,10.1137/18m1182401,https://epubs.siam.org/doi/10.1137/18m1182401,Ji Soo Ahn,,,Isogeometric Analysis of the Steady-State Incompressible MHD Equations
2019,10.1137/18m1198922,https://epubs.siam.org/doi/10.1137/18m1198922,K. Jbilou,0000-0003-4887-683X,,Nonlinear Least-Squares Approach for Large-Scale Algebraic Riccati Equations
2019,10.1137/18m1191634,https://epubs.siam.org/doi/10.1137/18m1191634,Ricardo H. Nochetto,0009-0002-8895-1144,,Convergent Two-Scale Filtered Scheme for the Monge--Ampère Equation
2019,10.1137/19m1262449,https://epubs.siam.org/doi/10.1137/19m1262449,Katharina Kormann,0000-0003-1956-2073,Max Planck Society,Stable Interpolation with Isotropic and Anisotropic Gaussians Using Hermite Generating Function
2019,10.1137/18m1211015,https://epubs.siam.org/doi/10.1137/18m1211015,Conor McCoid,0000-0002-2592-5005,,Improved Resolution of Boundary Layers for Spectral Collocation
2020,10.1137/19m1298627,https://epubs.siam.org/doi/10.1137/19m1298627,Fukeng Huang,0000-0003-3644-268X,,A Highly Efficient and Accurate New Scalar Auxiliary Variable Approach for Gradient Flows
2020,10.1137/20m1312629,https://epubs.siam.org/doi/10.1137/20m1312629,Kui Du,0000-0003-4891-0081,,Randomized Extended Average Block Kaczmarz for Solving Least Squares
2020,10.1137/19m1259948,https://epubs.siam.org/doi/10.1137/19m1259948,Hannah Lu,,,Prediction Accuracy of Dynamic Mode Decomposition
2020,10.1137/19m1306221,https://epubs.siam.org/doi/10.1137/19m1306221,Qing Cheng,0000-0001-5645-5256,,Global Constraints Preserving Scalar Auxiliary Variable Schemes for Gradient Flows
2020,10.1137/19m1248583,https://epubs.siam.org/doi/10.1137/19m1248583,Elizabeth Carlson,0000-0002-5773-9311,,Parameter Recovery for the 2 Dimensional Navier--Stokes Equations via Continuous Data Assimilation
2020,10.1137/18m1213579,https://epubs.siam.org/doi/10.1137/18m1213579,Yuezheng Gong,0000-0002-5381-7183,Nanjing University of Aeronautics and Astronautics,Arbitrarily High-Order Unconditionally Energy Stable Schemes for Thermodynamically Consistent Gradient Flow Models
2020,10.1137/19m1266320,https://epubs.siam.org/doi/10.1137/19m1266320,Lin Mu,0000-0002-2669-2696,,Pressure Robust Weak Galerkin Finite Element Methods for Stokes Problems
2020,10.1137/19m1281927,https://epubs.siam.org/doi/10.1137/19m1281927,Sheng Chen,0000-0002-8325-4481,,A Spectrally Accurate Approximation to Subdiffusion Equations Using the Log Orthogonal Functions
2020,10.1137/20m1327926,https://epubs.siam.org/doi/10.1137/20m1327926,Baoshan Wang,0000-0001-7203-9703,,Fifth-Order A-WENO Finite-Difference Schemes Based on a New Adaptive Diffusion Central Numerical Flux
2020,10.1137/18m1227275,https://epubs.siam.org/doi/10.1137/18m1227275,Bernhard Endtmayer,0000-0003-0647-7371,,Two-Side a Posteriori Error Estimates for the Dual-Weighted Residual Method
2020,10.1137/19m1293533,https://epubs.siam.org/doi/10.1137/19m1293533,Md. Abdullah Al Mahbub,0000-0002-5821-842X,,A Coupled Multiphysics Model and a Decoupled Stabilized Finite Element Method for the Closed-Loop Geothermal System
2020,10.1137/19m1301266,https://epubs.siam.org/doi/10.1137/19m1301266,Ashok Das,0000-0001-7510-0194,,On the Approximate Solution and Modeling of the Kernel of Nonlinear Breakage Population Balance Equation
2020,10.1137/19m1259535,https://epubs.siam.org/doi/10.1137/19m1259535,Felipe Lepe,0000-0002-7929-9572,,Symmetric and Nonsymmetric Discontinuous Galerkin Methods for a Pseudostress Formulation of the Stokes Spectral Problem
2020,10.1137/19m1289613,https://epubs.siam.org/doi/10.1137/19m1289613,Shu‐Lin Wu,0000-0002-4301-3018,,A Parallel-In-Time Block-Circulant Preconditioner for Optimal Control of Wave Equations
2020,10.1137/18m119032x,https://epubs.siam.org/doi/10.1137/18m119032x,Shu-sheng Chen,0000-0002-9541-9765,,HLLC+: Low-Mach Shock-Stable HLLC-Type Riemann Solver for All-Speed Flows
2020,10.1137/18m1206461,https://epubs.siam.org/doi/10.1137/18m1206461,Ceren Gürkan,0000-0002-1240-5801,,Stabilized Cut Discontinuous Galerkin Methods for Advection-Reaction Problems
2020,10.1137/19m1271117,https://epubs.siam.org/doi/10.1137/19m1271117,Tonghua Tian,0000-0003-1575-8781,,Ground States of Spin-$F$ Bose--Einstein Condensates
2020,10.1137/19m1291030,https://epubs.siam.org/doi/10.1137/19m1291030,Baiying Dong,,,An FE-FD Method for Anisotropic Elliptic Interface Problems
2020,10.1137/19m1297099,https://epubs.siam.org/doi/10.1137/19m1297099,Dexuan Xie,0000-0002-7072-6275,,An Effective Finite Element Iterative Solver for a Poisson--Nernst--Planck Ion Channel Model with Periodic Boundary Cond
2020,10.1137/18m1166626,https://epubs.siam.org/doi/10.1137/18m1166626,Jianfeng Lu,0000-0001-6255-5165,,The Full Configuration Interaction Quantum Monte Carlo Method through the Lens of Inexact Power Iteration
2020,10.1137/18m1235405,https://epubs.siam.org/doi/10.1137/18m1235405,Ruihan Guo,0000-0002-1687-5907,,High Order Numerical Simulations for the Binary Fluid--Surfactant System Using the Discontinuous Galerkin and Spectral D
2020,10.1137/19m1269269,https://epubs.siam.org/doi/10.1137/19m1269269,Sergey Petropavlovsky,,,Numerical Solution of 3D Exterior Unsteady Wave Propagation Problems Using Boundary Operators
2020,10.1137/18m1182528,https://epubs.siam.org/doi/10.1137/18m1182528,Sophie Moufawad,0000-0002-5618-6890,,s-Step Enlarged Krylov Subspace Conjugate Gradient Methods
2020,10.1137/20m1314690,https://epubs.siam.org/doi/10.1137/20m1314690,Yunchang Seol,0000-0002-7286-4217,,Spectrally Accurate Algorithm for Points Redistribution on Closed Curves
2020,10.1137/19m1278016,https://epubs.siam.org/doi/10.1137/19m1278016,Lina Zhao,0000-0002-9606-8231,,A Staggered Cell-Centered DG Method for Linear Elasticity on Polygonal Meshes
2020,10.1137/19m1241611,https://epubs.siam.org/doi/10.1137/19m1241611,Habeeb Syed,0000-0003-4856-3825,,Block Preconditioning Techniques for Geophysical Electromagnetics
2020,10.1137/19m1249138,https://epubs.siam.org/doi/10.1137/19m1249138,Wenwu Gao,0000-0002-6381-3557,,Multivariate Monte Carlo Approximation Based on Scattered Data
2020,10.1137/19m125710x,https://epubs.siam.org/doi/10.1137/19m125710x,Yunzhang Li,0000-0002-9232-7144,,A Discontinuous Galerkin Method for Stochastic Conservation Laws
2020,10.1137/19m1260773,https://epubs.siam.org/doi/10.1137/19m1260773,Francesca Boso,0000-0002-9066-0736,,Data-Informed Method of Distributions for Hyperbolic Conservation Laws
2020,10.1137/19m124993x,https://epubs.siam.org/doi/10.1137/19m124993x,Terry Haut,0000-0001-6505-1472,,Diffusion Synthetic Acceleration Preconditioning for Discontinuous Galerkin Discretizations of $S_N$ Transport on High-O
2020,10.1137/20m1322170,https://epubs.siam.org/doi/10.1137/20m1322170,Dohyun Kim,0000-0001-9892-0611,Yonsei University,Staggered DG Methods for the Pseudostress-Velocity Formulation of the Stokes Equations on General Meshes
2020,10.1137/19m1287614,https://epubs.siam.org/doi/10.1137/19m1287614,Luca Desiderio,0000-0002-3924-0939,,Efficient Solution of Two-Dimensional Wave Propagation Problems by CQ-Wavelet BEM: Algorithm and Applications
2020,10.1137/19m1282040,https://epubs.siam.org/doi/10.1137/19m1282040,Field G. Zee,0009-0007-2498-9430,,Implementing High-Performance Complex Matrix Multiplication via the 1M Method
2020,10.1137/19m1307184,https://epubs.siam.org/doi/10.1137/19m1307184,Li Luo,0000-0002-3123-9132,Chinese Academy of Sciences,A Multilayer Nonlinear Elimination Preconditioned Inexact Newton Method for Steady-State Incompressible Flow Problems in
2020,10.1137/19m1259456,https://epubs.siam.org/doi/10.1137/19m1259456,J. Jacangelo,,,Galerkin Differences for High-Order Partial Differential Equations
2020,10.1137/19m1258098,https://epubs.siam.org/doi/10.1137/19m1258098,Xin Liu,0000-0001-8069-5129,,Moving-Water Equilibria Preserving Partial Relaxation Scheme for the Saint-Venant System
2020,10.1137/18m1225963,https://epubs.siam.org/doi/10.1137/18m1225963,Iain Duff,,,A New Sparse $LDL^T$ Solver Using A Posteriori Threshold Pivoting
2020,10.1137/19m1262358,https://epubs.siam.org/doi/10.1137/19m1262358,Boxi Xu,0000-0001-5150-6413,,Efficient Algorithms for Computing Multidimensional Integral Fractional Laplacians via Spherical Means
2020,10.1137/19m1252855,https://epubs.siam.org/doi/10.1137/19m1252855,Xin Xing,0000-0001-9456-1754,,Fast Coulomb Matrix Construction via Compressing the Interactions Between Continuous Charge Distributions
2020,10.1137/19m128822x,https://epubs.siam.org/doi/10.1137/19m128822x,Julian Valentin,,,Gradient-Based Two-Scale Topology Optimization With B-Splines on Sparse Grids
2020,10.1137/19m1262486,https://epubs.siam.org/doi/10.1137/19m1262486,Qiuqi Li,0009-0001-8072-3182,,A Variable-Separation Method for Nonlinear Partial Differential Equations With Random Inputs
2020,10.1137/19m1288401,https://epubs.siam.org/doi/10.1137/19m1288401,Doru Thom Popovici,0000-0002-7271-8092,,A Flexible Framework for Multidimensional DFTs
2020,10.1137/19m1245608,https://epubs.siam.org/doi/10.1137/19m1245608,Xinyu He,0000-0002-2519-7650,Princeton University,Optimal Learning with Local Nonlinear Parametric Models over Continuous Designs
2020,10.1137/20m1316317,https://epubs.siam.org/doi/10.1137/20m1316317,Fayçal Chaouqui,,,A Continuous Analysis of Neumann--Neumann Methods: Scalability and New Coarse Spaces
2020,10.1137/19m1249060,https://epubs.siam.org/doi/10.1137/19m1249060,Fande Kong,,,A Highly Parallel Multilevel Newton--Krylov--Schwarz Method with Subspace-Based Coarsening and Partition-Based Balancing
2020,10.1137/18m1224684,https://epubs.siam.org/doi/10.1137/18m1224684,Kurt A. O’Hearn,,,Fast Solvers for Charge Distribution Models on Shared Memory Platforms
2020,10.1137/19m1280004,https://epubs.siam.org/doi/10.1137/19m1280004,Vassilis Kalantzis,0000-0002-4614-6422,,A Domain Decomposition Rayleigh--Ritz Algorithm for Symmetric Generalized Eigenvalue Problems
2020,10.1137/19m1262590,https://epubs.siam.org/doi/10.1137/19m1262590,Xin Liu,0000-0001-8069-5129,,A Well-Balanced Asymptotic Preserving Scheme for the Two-Dimensional Shallow Water Equations Over Irregular Bottom Topog
2020,10.1137/19m1299487,https://epubs.siam.org/doi/10.1137/19m1299487,Michael V. Klibanov,0000-0001-5179-6879,,Numerical Solution of a Linearized Travel Time Tomography Problem With Incomplete Data
2020,10.1137/18m1234011,https://epubs.siam.org/doi/10.1137/18m1234011,Thierry Goudon,,,Fokker--Planck Approach of Ostwald Ripening: Simulation of a Modified Lifshitz--Slyozov--Wagner System with a Diffusive 
2020,10.1137/19m1308542,https://epubs.siam.org/doi/10.1137/19m1308542,Jin Zhao,0000-0001-6135-2518,,Vector-Type Boundary Schemes for the Lattice Boltzmann Method Based on Vector-BGK Models
2020,10.1137/19m1243828,https://epubs.siam.org/doi/10.1137/19m1243828,Guoqiang Wang,0000-0003-2979-3510,,An Efficient Proximal Block Coordinate Homotopy Method for Large-Scale Sparse Least Squares Problems
2020,10.1137/19m1259936,https://epubs.siam.org/doi/10.1137/19m1259936,Dimitar K. Dimitrov,0000-0002-3078-2336,,An Efficient Algorithm for the Classical Least Squares Approximation
2020,10.1137/19m1259444,https://epubs.siam.org/doi/10.1137/19m1259444,Yongfeng Li,0000-0002-9725-0692,,Low-Rank Matrix Iteration Using Polynomial-Filtered Subspace Extraction
2020,10.1137/18m1224623,https://epubs.siam.org/doi/10.1137/18m1224623,Xiao Liu,0000-0003-4510-2847,,Fast Factorization Update for General Elliptic Equations Under Multiple Coefficient Updates
2020,10.1137/19m1245104,https://epubs.siam.org/doi/10.1137/19m1245104,Ricardo Delgadillo,,,A Spectral Algorithm for the Time-Dependent Kohn--Sham Equations: Accurately Treating External Potentials Based on Froze
2020,,https://epubs.siam.org/doi/,Jeffrey M. Hokanson,0000-0003-3059-5298,,"A null-space approach for symmetric saddle point systems with a non zero (2,2) block"
2020,10.1137/19m1238265,https://epubs.siam.org/doi/10.1137/19m1238265,Ron Estrin,0000-0001-7576-7394,,Implementing a Smooth Exact Penalty Function for Equality-Constrained Nonlinear Optimization
2020,10.1137/19m1281812,https://epubs.siam.org/doi/10.1137/19m1281812,Hanz Martin Cheng,0000-0002-2481-4995,Eindhoven University of Technology,An Efficient Implementation of Mass Conserving Characteristic-Based Schemes in Two and Three Dimensions
2020,,https://epubs.siam.org/doi/,Jeffrey M. Hokanson,0000-0003-3059-5298,,ℋ 2 -Optimal Model Reduction Using Projected Nonlinear Least Squares.
2020,,https://epubs.siam.org/doi/,Jeffrey M. Hokanson,0000-0003-3059-5298,,Iteratively Reweighted FGMRES and FLSQR
2021,10.1137/20m1318043,https://epubs.siam.org/doi/10.1137/20m1318043,Sifan Wang,0000-0002-7721-6884,,Understanding and Mitigating Gradient Flow Pathologies in Physics-Informed Neural Networks
2021,10.1137/20m1336734,https://epubs.siam.org/doi/10.1137/20m1336734,Xiaofeng Yang,0000-0001-7382-3006,,"On a Novel Fully Decoupled, Second-Order Accurate Energy Stable Numerical Scheme for a Binary Fluid-Surfactant Phase-Fie"
2021,10.1137/20m1352235,https://epubs.siam.org/doi/10.1137/20m1352235,Zhong‐Zhi Bai,,,On Greedy Randomized Augmented Kaczmarz Method for Solving Large Sparse Inconsistent Linear Systems
2021,10.1137/19m1288280,https://epubs.siam.org/doi/10.1137/19m1288280,Guodong Zhang,0000-0002-4310-6097,,"Decoupled, Linear, and Unconditionally Energy Stable Fully Discrete Finite Element Numerical Scheme for a Two-Phase Ferr"
2021,10.1137/20m1365417,https://epubs.siam.org/doi/10.1137/20m1365417,Fukeng Huang,0000-0003-3644-268X,,Bound/Positivity Preserving and Energy Stable Scalar auxiliary Variable Schemes for Dissipative Systems: Applications to
2021,10.1137/20m1328002,https://epubs.siam.org/doi/10.1137/20m1328002,Wei Liu,0000-0002-2926-2667,,Normalized Gradient Flow with Lagrange Multiplier for Computing Ground States of Bose--Einstein Condensates
2021,10.1137/20m1345153,https://epubs.siam.org/doi/10.1137/20m1345153,Yiqi Gu,0000-0002-4341-8509,,An Efficient Spectral Method for Elliptic PDEs in Complex Domains with Circular Embedding
2021,10.1137/20m1364679,https://epubs.siam.org/doi/10.1137/20m1364679,Nan Jiang,0000-0002-1080-258X,,Stabilized Scalar Auxiliary Variable Ensemble Algorithms for Parameterized Flow Problems
2021,10.1137/19m1258153,https://epubs.siam.org/doi/10.1137/19m1258153,Victor DeCaria,0000-0002-2045-7337,,"A Variable Stepsize, Variable Order Family of Low Complexity"
2021,10.1137/20m132938x,https://epubs.siam.org/doi/10.1137/20m132938x,Wei Bian,0000-0003-4252-047X,North Carolina State University,Anderson Acceleration for a Class of Nonsmooth Fixed-Point Problems
2021,10.1137/20m1347887,https://epubs.siam.org/doi/10.1137/20m1347887,David Mora,0000-0002-2755-3188,,Virtual Elements for the Transmission Eigenvalue Problem on Polytopal Meshes
2021,10.1137/20m1344652,https://epubs.siam.org/doi/10.1137/20m1344652,Li Luo,0000-0002-3123-9132,King Abdullah University of Science and Technology,Nonlinear Preconditioning Strategies for Two-Phase Flows in Porous Media Discretized by a Fully Implicit Discontinuous G
2021,10.1137/20m1385755,https://epubs.siam.org/doi/10.1137/20m1385755,Khosro Shahbazi,0000-0002-5571-7223,,Positivity Preservation of a First-Order Scheme for a Quasi-Conservative Compressible Two-Material Model
2021,10.1137/20m1331585,https://epubs.siam.org/doi/10.1137/20m1331585,Xiu Yang,0000-0003-0882-2650,,Physics Information Aided Kriging using Stochastic Simulation Models
2021,10.1137/20m1386268,https://epubs.siam.org/doi/10.1137/20m1386268,Anyastassia Seboldt,,,Numerical Modeling of the Fluid-Porohyperelastic Structure Interaction
2021,10.1137/20m1382982,https://epubs.siam.org/doi/10.1137/20m1382982,Shimin Guo,0000-0002-6954-2647,,IMEX Hermite--Galerkin Spectral Schemes with Adaptive Time Stepping for the Coupled Nonlocal Gordon-Type Systems in Mult
2021,10.1137/20m1318055,https://epubs.siam.org/doi/10.1137/20m1318055,Byeongseon Jeong,0000-0002-7836-7166,,Approximation of Multivariate Functions on Sparse Grids By Kernel-Based Quasi-Interpolation
2021,10.1137/20m1343956,https://epubs.siam.org/doi/10.1137/20m1343956,Hongpeng Sun,0000-0001-5283-4865,,Efficient and Convergent Preconditioned ADMM for the Potts Models
2021,10.1137/20m1383835,https://epubs.siam.org/doi/10.1137/20m1383835,Valentin Duruisseaux,0000-0002-8550-3058,,Adaptive Hamiltonian Variational Integrators and Applications to Symplectic Accelerated Optimization
2021,10.1137/20m1328580,https://epubs.siam.org/doi/10.1137/20m1328580,Xiaolong Li,0000-0002-0932-8374,,Fourier-Cosine Method for Finite-Time Gerber--Shiu Functions
2021,10.1137/20m1375383,https://epubs.siam.org/doi/10.1137/20m1375383,Mike A. Botchev,,,Residual and Restarting in Krylov Subspace Evaluation of the $\varphi$ Function
2021,10.1137/19m1280065,https://epubs.siam.org/doi/10.1137/19m1280065,Chaojun Zhang,0000-0002-8195-9322,,Efficient Importance Sampling in Quasi-Monte Carlo Methods for Computational Finance
2021,10.1137/20m1363273,https://epubs.siam.org/doi/10.1137/20m1363273,Nanyi Zheng,0000-0001-8347-9536,,A Conservative Semi-Lagrangian Hybrid Hermite WENO Scheme for Linear Transport Equations and the Nonlinear Vlasov--Poiss
2021,10.1137/20m1350753,https://epubs.siam.org/doi/10.1137/20m1350753,Huoyuan Duan,0000-0002-9867-3865,,Mixed Finite Element Method with Gauss's Law Enforced for the Maxwell Eigenproblem
2021,10.1137/19m1280156,https://epubs.siam.org/doi/10.1137/19m1280156,Maxim Rakhuba,0000-0001-7606-7322,,Robust Alternating Direction Implicit Solver in Quantized Tensor Formats for a Three-Dimensional Elliptic PDE
2021,10.1137/20m1336515,https://epubs.siam.org/doi/10.1137/20m1336515,Jamie Fox,0000-0001-9038-2361,,Polynomial Chaos as a Control Variate Method
2021,10.1137/20m1344081,https://epubs.siam.org/doi/10.1137/20m1344081,Hongqiang Zhu,0000-0003-1471-4509,,A New Troubled-Cell Indicator for Discontinuous Galerkin Methods Using K-Means Clustering
2021,10.1137/20m1364643,https://epubs.siam.org/doi/10.1137/20m1364643,Sheng Fang,0009-0002-1078-2184,,Efficient Sparse Hessian-Based Semismooth Newton Algorithms for Dantzig Selector
2021,10.1137/20m1333407,https://epubs.siam.org/doi/10.1137/20m1333407,Vahid Keshavarzzadeh,0000-0001-6685-9158,,Multilevel Designed Quadrature for Partial Differential Equations with Random Inputs
2021,10.1137/20m1321930,https://epubs.siam.org/doi/10.1137/20m1321930,Yuanpeng Zhu,0000-0001-8682-6089,,A Novel Recursive Modification Framework for Enhancing Polynomial Reproduction Property of Interpolation Basis Functions
2021,10.1137/20m1325885,https://epubs.siam.org/doi/10.1137/20m1325885,Michael Obersteiner,0000-0001-6981-2769,,A Generalized Spatially Adaptive Sparse Grid Combination Technique with Dimension-wise Refinement
2021,10.1137/20m1328671,https://epubs.siam.org/doi/10.1137/20m1328671,Jeffrey W. Banks,0000-0001-6413-5113,,Discontinuous Galerkin Galerkin Differences for the Wave Equation in Second-Order Form
2021,10.1137/20m1333018,https://epubs.siam.org/doi/10.1137/20m1333018,Mark Ainsworth,0000-0002-4899-1048,,Preconditioning the Mass Matrix for High Order Finite Element Approximation on Tetrahedra
2021,10.1137/20m1336059,https://epubs.siam.org/doi/10.1137/20m1336059,Moody T. Chu,0000-0001-8544-3588,,Nonlinear Power-Like and SVD-Like Iterative Schemes with Applications to Entangled Bipartite Rank-1 Approximation
2021,10.1137/20m1349540,https://epubs.siam.org/doi/10.1137/20m1349540,Jianlin Xia,0000-0002-9653-9312,,Robust and Effective eSIF Preconditioning for General Dense SPD Matrices
2021,10.1137/20m1349072,https://epubs.siam.org/doi/10.1137/20m1349072,Chengyu Ke,,,Iteratively Reweighted Group Lasso Based on Log-Composite Regularization
2021,10.1137/20m1364357,https://epubs.siam.org/doi/10.1137/20m1364357,Xi–Yuan Yin,0000-0003-0542-020X,McGill University,A Diffusion-Driven Characteristic Mapping Method for Particle Management
2021,10.1137/20m1344561,https://epubs.siam.org/doi/10.1137/20m1344561,Navjot Singh,0000-0003-0360-2915,,Comparison of Accuracy and Scalability of Gauss--Newton and Alternating Least Squares for CANDECOMC/PARAFAC Decompositio
2021,10.1137/20m1349217,https://epubs.siam.org/doi/10.1137/20m1349217,Vassilis Kalantzis,0000-0002-4614-6422,,Fast Randomized Non-Hermitian Eigensolvers Based on Rational Filtering and Matrix Partitioning
2021,10.1137/19m1300844,https://epubs.siam.org/doi/10.1137/19m1300844,Daniel Agress,0000-0001-9308-6322,,The Smooth Extension Embedding Method
2021,10.1137/20m131504x,https://epubs.siam.org/doi/10.1137/20m131504x,Mario Annunziato,,,A Fokker--Planck Approach to the Reconstruction of a Cell Membrane Potential
2021,10.1137/19m1302351,https://epubs.siam.org/doi/10.1137/19m1302351,Christian Glusa,0000-0003-2247-1914,Sandia National Laboratories California,A Fast Solver for the Fractional Helmholtz Equation
2021,10.1137/20m1346225,https://epubs.siam.org/doi/10.1137/20m1346225,José Querales,0009-0004-4229-9810,,Numerical Approximation of the Displacement Formulation of the Axisymmetric Acoustic Vibration Problem
2021,10.1137/19m1285044,https://epubs.siam.org/doi/10.1137/19m1285044,Lulu Liu,0000-0002-0357-1322,Nanjing University of Science and Technology,Approximate Error Bounds on Solutions of Nonlinearly Preconditioned PDEs
2021,10.1137/20m1353691,https://epubs.siam.org/doi/10.1137/20m1353691,Lei‐Hong Zhang,0000-0001-5349-8621,,A Structure-Exploiting Nested Lanczos-Type Iteration for the Multiview Canonical Correlation Analysis
2021,10.1137/20m1348261,https://epubs.siam.org/doi/10.1137/20m1348261,Andrei Dumitraşc,0000-0002-2427-196X,,Extensions of the Augmented Block Cimmino Method to the Solution of Full Rank Rectangular Systems
2021,10.1137/20m1311053,https://epubs.siam.org/doi/10.1137/20m1311053,Abhijit Ghosh,0000-0002-5403-5765,,A Parallel Cyclic Reduction Algorithm for Pentadiagonal Systems with Application to a Convection-Dominated Heston PDE
2021,10.1137/20m1372020,https://epubs.siam.org/doi/10.1137/20m1372020,Xavier Emery,0000-0003-0396-5038,,Covariance Models and Simulation Algorithm for Stationary Vector Random Fields on Spheres Crossed with Euclidean Spaces
2021,10.1137/20m1335480,https://epubs.siam.org/doi/10.1137/20m1335480,Yifei Wang,0000-0001-9289-6753,,Search Direction Correction with Normalized Gradient Makes First-Order Methods Faster
2021,10.1137/20m1349163,https://epubs.siam.org/doi/10.1137/20m1349163,Xiaoliang Wan,,,A Minimum Action Method for Dynamical Systems with Constant Time Delays
2021,10.1137/20m1344834,https://epubs.siam.org/doi/10.1137/20m1344834,James Baglama,0000-0001-7312-6374,,Hybrid Iterative Refined Method for Computing a Few Extreme Eigenpairs of a Symmetric Matrix
2021,10.1137/19m1308384,https://epubs.siam.org/doi/10.1137/19m1308384,Christian Krumnow,0000-0001-9556-8501,,Computing Eigenspaces With Low Rank Constraints
2021,10.1137/20m1356300,https://epubs.siam.org/doi/10.1137/20m1356300,Jörg Ostrowski,0009-0003-6237-6468,,Frequency-Stable Full Maxwell in Electro-quasistatic Gauge
2021,10.1137/19m128363x,https://epubs.siam.org/doi/10.1137/19m128363x,Jiao Li,0000-0003-2903-6536,,An $h$-Box Method for Shallow Water Equations Including Barriers
2021,10.1137/20m1350716,https://epubs.siam.org/doi/10.1137/20m1350716,Alexander Konschin,0000-0002-6273-3993,,Numerical Scheme for Electromagnetic Scattering on Perturbed Periodic Inhomogeneous Media and Reconstruction of the Pert
2021,10.1137/20m1345876,https://epubs.siam.org/doi/10.1137/20m1345876,Huda Nassar,0000-0003-2909-5202,,Scalable Algorithms for Multiple Network Alignment
2021,10.1137/19m1291753,https://epubs.siam.org/doi/10.1137/19m1291753,Daniela di Serafino,0000-0001-8215-0771,,Constraint-Preconditioned Krylov Solvers for Regularized Saddle-Point Systems
2021,10.1137/19m1282581,https://epubs.siam.org/doi/10.1137/19m1282581,Hossein Mahmoodi Darian,0000-0002-6063-3235,,Investigation of C++ Variadic Templates for Numerical Methods and Finite Difference Schemes
2021,10.1137/19m1278958,https://epubs.siam.org/doi/10.1137/19m1278958,Firat Cakir,,,A High Order Finite Difference Weighted Essentially NonOscillatory Scheme with a Kernel-Based Constrained Transport Meth
2021,10.1137/21n97531x,https://epubs.siam.org/doi/10.1137/21n97531x,Tom Manteuffel,,Scuola Normale Superiore,Special Section: 2020 Copper Mountain Conference
2022,10.1137/20m1315993,https://epubs.siam.org/doi/10.1137/20m1315993,Ryan H. Vogt,0000-0002-1485-9735,,A Mixed-Integer PDE-Constrained Optimization Formulation for Electromagnetic Cloaking
2022,10.1137/21m1401048,https://epubs.siam.org/doi/10.1137/21m1401048,Qinglin Tang,0009-0006-7574-8023,,A Spectrally Accurate Numerical Method for Computing the Bogoliubov--de Gennes Excitations of Dipolar Bose--Einstein Con
2022,10.1137/21m140835x,https://epubs.siam.org/doi/10.1137/21m140835x,Yong Liu,0000-0003-1385-0170,,An Essentially Oscillation-Free Discontinuous Galerkin Method for Hyperbolic Systems
2022,10.1137/20m1377072,https://epubs.siam.org/doi/10.1137/20m1377072,Quanjun Lang,,,Learning Interaction Kernels in Mean-Field Equations of First-Order Systems of Interacting Particles
2022,10.1137/20m1383380,https://epubs.siam.org/doi/10.1137/20m1383380,Ziqing Xie,,,On Solving Semilinear Singularly Perturbed Neumann Problems for Multiple Solutions
2022,10.1137/21m1414644,https://epubs.siam.org/doi/10.1137/21m1414644,Sumin Hong,0000-0002-3321-2072,,MG-FIM: A Multi-GPU Fast Iterative Method Using Adaptive Domain Decomposition
